FileName,OriginalURL
test_smell_029.test.js,https://github.com/muenchhausen/3wins/blob/57b86a71a57b9a62f811d7d568b11d9d676821fd/GameTest.java#L190-L206
test_smell_030.test.js,https://github.com/DWAI911/OceanOdyssey/blob/cdef6bbc37e66a749fc08046de4759953ea6dc34/PlayerTest.java#L32-L34
test_smell_031.test.js,https://github.com/Shalabi98/GCIS634-group-project/blob/97cacad49ba66de19c0e8bd77ecde0a2a975c98d/GeneratorTest.java#L32-L35
test_smell_032.test.js,https://github.com/tachiniarthur/aplicativo-de-notas/blob/ea9a70791e0d4ebf62b28ee4e983c126cc16bc09/MainTest.java#L17-L19
test_smell_033.test.js,https://github.com/davpapp/PowerMiner/blob/ef35162da97a5687d83eb1a7220bfdcc00b9e243/src/PointTest.java#L7-L10
test_smell_034.test.js,https://github.com/doculibre/constellio/blob/66083c115bbe1b651727b0336b41dfb9e1ddea38/sdk/src/AAATest.java#L6-L9
test_smell_035.test.js,https://github.com/simonlj8/Game/blob/49911f4449b7c9c7c0d7b097ca5853c6f7693a58/src/GamesTest.java#L70-L76
test_smell_036.test.js,https://github.com/vigusmao/Comp2_2020_PLE/blob/f38a995ff51ade221cdca4c6b72b98b88f13d9ef/Siguinha/src/testes/AlunoTest.java#L42-L46
test_smell_037.test.js,https://github.com/Shalabi98/GCIS634-group-project/blob/97cacad49ba66de19c0e8bd77ecde0a2a975c98d/GeneratorTest.java#L27-L30
test_smell_038.test.js,https://github.com/XiangHuang-LMC/ijava-binder/blob/4aac9e28ec62d386c908c87b927e1007834ff58a/CSC176/textbook/book/ATest.java#L5-L8
test_smell_039.test.js,https://github.com/JPAKhalife/SYSC3110ProjectGroup8/blob/08f44db90b959f39377ff7c6b94de57ecad4870c/GameTest.java#L160-L163
test_smell_040.test.js,https://github.com/MaximeAttevall/AdventureGame/blob/dd9997a20b2270a6c5dd80e995b442250bd64088/funcTest.java#L15-L36
test_smell_041.test.js,https://github.com/hyleei/Fisa3_JPAPractice/blob/8a381a9c126ebca2d4c6fae58040e10fad8ee56d/RunTest.java#L13-L37
test_smell_042.test.js,https://github.com/joejensen8/Orange/blob/dac8bf7f4ed4120504e5652ddc0f79b7e1721e51/OpadTest.java#L137-L193
test_smell_043.test.js,https://github.com/INFO-ESIPE/TP-Programmation_Concurrente/blob/48457a69d6f38d906dda5d47965b1e91bbcb3194/TP%204/src/VoteTest.java#L8-L28
test_smell_044.test.js,https://github.com/henrytxz/Algo/blob/f0b186aa128ebd01835013f432b793593c4a0e6d/slowTests/not_quick/ArrayInversionTest.java#L22-L50
test_smell_045.test.js,https://github.com/rdlester/hermes/blob/156c7cdc5479c50e952cea0878728383c1d2eb73/hermesTest/core/BeingTest.java#L93-L105
test_smell_046.test.js,https://github.com/ICSatKCC/a6-lawa-i-fishing-game-f23-g4_f23_a6/blob/71a87ba82a51202deb39bc625d80350912af1dbb/UhuTest.java#L117-L137
test_smell_047.test.js,https://github.com/JennsiS/Data-Structures-Profiler/blob/6eb9016dd80c6c32502e67087f33d59a74e8e6d7/MainTest.java#L9-L18
test_smell_048.test.js,https://github.com/alibaba/alios-libreoffice/blob/e9a6cc08a12b5133a9dccf337d16f9a534f57f1e/bean/qa/complex/bean/OOoBeanTest.java#L324-L371
test_smell_049.test.js,https://github.com/AJohnstone2007/referenceLanguageCorpora/blob/2e8331957fa4c61d7979be7b54792a23fc8be724/languages/java/corpus/javaFX/cws/SkinCleanupTest.java#L68-L77
test_smell_050.test.js,https://github.com/andrelanna/fga0242/blob/6dab92f26afbd70487f2afedf927462aed894e04/aula6/exercicios/tst/FiguraPlanaTest.java#L16-L20
test_smell_051.test.js,https://github.com/Vertexvis/consul-client/blob/4c755609e24abab00067d502616c61e61cc3e6f4/src/itest/java/com/orbitz/consul/HealthITest.java#L31-L51
test_smell_052.test.js,https://github.com/elaissoussi/exercices/blob/50ac9b6d9e89c094010a9ed637bbd3198f36a729/marsrover/MarsRoverTest.java#L81-L96
test_smell_053.test.js,https://github.com/Code-Connect/TUM_Homework/blob/02f466c543b40c22b76b375f929db2025a8a1e32/src/pgdp16/blatt12/rock/PlayerTest.java#L53-L59
test_smell_054.test.js,https://github.com/STAMP-project/dspot-experiments/blob/121487e65cdce6988081b67f21bbc6731354a47f/benchmark/training/org/zeromq/ZCertStoreTest.java#L12-L109
test_smell_055.test.js,https://github.com/ArturSnyk/nomulus/blob/53cda352659a74f37349ad8b469f3617dd6fe137/javatests/google/registry/whois/WhoisActionTest.java#L252-L270
test_smell_056.test.js,https://github.com/anonymized-datascientist/Leveraging-Change-Information/blob/7899774c236e7fe477451ed454d7cec33347503d/Math/15/source/FastMathTest.java#L1115-L1119
test_smell_057.test.js,https://github.com/hhaslam11/Text-Fighter/blob/ae0fe3e4fba1e8ebb880a2ab0572069b21e8618f/src/com/hotmail/kalebmarc/textfighter/main/HelpTest.java#L14-L22
test_smell_058.test.js,https://github.com/rdlester/hermes/blob/156c7cdc5479c50e952cea0878728383c1d2eb73/hermesTest/core/BeingTest.java#L79-L91
test_smell_059.test.js,https://github.com/bennn/NLP/blob/7d0c90feeaac03308791641dc6c864e88eba2ed0/TrieTest.java#L101-L107
test_smell_060.test.js,https://github.com/elsabnilsson/lab1/blob/6cb40dfe2873d0912b7c307f2f873c3689f6a802/CarTest.java#L125-L132
test_smell_061.test.js,https://github.com/Ravindra-Verma504/Java_Assignments/blob/9f4806e0952a585f5393d83553ff3e25a2bde7a4/AppTest.java#L24-L28
test_smell_062.test.js,https://github.com/muenchhausen/3wins/blob/57b86a71a57b9a62f811d7d568b11d9d676821fd/GameTest.java#L394-L402
test_smell_063.test.js,https://github.com/joejensen8/Orange/blob/dac8bf7f4ed4120504e5652ddc0f79b7e1721e51/OpadTest.java#L99-L104
test_smell_064.test.js,https://github.com/efleming91/AlternativeLanguage/blob/08766423dcfbf8530e0c5a89eafb2bdfa1db370f/CellTest.java#L75-L80
test_smell_065.test.js,https://github.com/Ben-Steele/Tree-Data-Structure/blob/64414632285e77c62a4d31a7ccaa719751a393ba/TreeTest.java#L178-L190
test_smell_066.test.js,https://github.com/elaissoussi/exercices/blob/50ac9b6d9e89c094010a9ed637bbd3198f36a729/marsrover/MarsRoverTest.java#L38-L48
test_smell_067.test.js,https://github.com/Olwethu-Thando/POE_PART2/blob/ac3f9b4c0b2de07653675d3863a2eb000e4b1c39/PeoTest.java#L42-L49
test_smell_068.test.js,https://github.com/AvinRai/CPUMarketplace/blob/c115187244db4da5c6748535ee749930ea35c98d/src/QueueTest.java#L108-L127
test_smell_069.test.js,https://github.com/skolanko222/CLOBprocessor/blob/19097d5f286ba78e3431883826c0ef734facdd53/src/ClobProcessorTest.java#L86-L95
test_smell_070.test.js,https://github.com/blueseerERP/blueseer/blob/77d3e9cdd7f364ed556f982cbfa71eabf812c5bc/src/utilities/bsTest.java#L89-L103
test_smell_071.test.js,https://github.com/INFO-ESIPE/TP-Programmation_Concurrente/blob/48457a69d6f38d906dda5d47965b1e91bbcb3194/TP%204/src/VoteTest.java#L53-L67
test_smell_072.test.js,https://github.com/yuchting/yuchbox/blob/c4e3d7c87a47f192a4a7632fbb91d68fb3dbd719/server/src/weibo4j/WeiboTest.java#L231-L237
test_smell_073.test.js,https://github.com/alibaba/alios-libreoffice/blob/e9a6cc08a12b5133a9dccf337d16f9a534f57f1e/bean/qa/complex/bean/OOoBeanTest.java#L114-L258
test_smell_074.test.js,https://github.com/alibaba/alios-libreoffice/blob/e9a6cc08a12b5133a9dccf337d16f9a534f57f1e/bean/qa/complex/bean/OOoBeanTest.java#L586-L649
test_smell_075.test.js,https://github.com/skolanko222/CLOBprocessor/blob/19097d5f286ba78e3431883826c0ef734facdd53/src/ClobProcessorTest.java#L96-L105
test_smell_076.test.js,https://github.com/daluu/AutoItDriverServer/blob/331ef82d824d15da4a171004ef6bd740829851de/sample-code/CalculatorTest.java#L24-L43
test_smell_077.test.js,https://github.com/lijtforgithub/study-spring/blob/a9016a4b8be9202a7b3071879fea719c2531136e/src/main/resources/old/activemq/JMSTest.java#L52-L74
test_smell_078.test.js,https://github.com/alibaba/alios-libreoffice/blob/e9a6cc08a12b5133a9dccf337d16f9a534f57f1e/bean/qa/complex/bean/OOoBeanTest.java#L94-L110
test_smell_079.test.js,https://github.com/adamldavis/hellojava8/blob/65cc59228b43a1e722f8f662499b7c55979d7b44/TailTest.java#L55-L58
test_smell_080.test.js,https://github.com/Yosefalofagus/DnaPrefixTree/blob/a652fd71ef49205de0dcaa3e414269e24b085d14/DNATreeTest.java#L4-L7
test_smell_081.test.js,https://github.com/ikokkari/CCPS209Labs/blob/eff486baebf7b7acd6a3555c7fc56ff7ac420794/DualTest.java#L52-L54
test_smell_082.test.js,https://github.com/Rajinfo/spectre/blob/2884495380c90037c5b4450a8fce0cdb4bf84cc8/PojoTest.java#L8-L14
test_smell_083.test.js,https://github.com/ikokkari/CCPS209Labs/blob/eff486baebf7b7acd6a3555c7fc56ff7ac420794/DualTest.java#L27-L29
test_smell_084.test.js,https://github.com/lijtforgithub/study-spring/blob/a9016a4b8be9202a7b3071879fea719c2531136e/src/main/resources/old/activemq/JMSTest.java#L43-L50
test_smell_085.test.js,https://github.com/bofm/python-caching/blob/16de50c119f8896e923e3f10488ecf6ffe535f45/tests/test_cache.py#L46-L64
test_smell_086.test.js,https://github.com/wookayin/gpustat/blob/7a3b9644229681a752b560c6d4889929b9ea39d5/gpustat/test_gpustat.py#L601-L621
test_smell_087.test.js,https://github.com/entrymissing/advent-of-code-23/blob/257265de25a632b39c1d4ef23f7c94c1b5fea3ac/day17.py#L155-L158
test_smell_088.test.js,https://github.com/m-bo-one/ethereumd-proxy/blob/1d1eb3905dac4b28a8e23c283214859a13f6e020/tests/test_poller.py#L30-L40
test_smell_089.test.js,https://github.com/Pham-Ngoc-Huy/Two_Sum/blob/268c021fc652ae99c817dd79dd1085d1de1593ee/automate/Lib/site-packages/pandas/tests/arrays/test_datetimes.py#L339-L356
test_smell_090.test.js,https://github.com/OphisMusic/ophis/blob/afd3f6ab9aab9de57eaf633caaf24d0e7b5c74ad/tests/test_tonus.py#L34-L39
test_smell_091.test.js,https://github.com/jvaldiviezo9/path.py/blob/3684c4dc4896c174852b901b033e021a6267df2e/test_path.py#L450-L477
test_smell_092.test.js,https://github.com/ogrisel/scikit-learn/blob/b20998d4ec606558ae86cba7ff5a84aea094c397/sklearn/cluster/tests/test_k_means.py#L522-L537
test_smell_093.test.js,https://github.com/ogrisel/scikit-learn/blob/b20998d4ec606558ae86cba7ff5a84aea094c397/sklearn/cluster/tests/test_k_means.py#L205-L266
test_smell_094.test.js,https://github.com/Phlogistique/qibuild/blob/27876e99deac05f60984468ec4eb48ba693dbc2c/python/qipkg/test/test_qipkg.py#L221-L231
test_smell_095.test.js,https://github.com/ibmdbanalytics/ibmdbpy/blob/c7f1cd3892b609644e3d68fcbdec151ac4634612/ibmdbpy/tests/test_frame.py#L315-L331
test_smell_096.test.js,https://github.com/jupyterhub/jupyterhub-deploy-docker/blob/892ac57d758df0da44ed49aded712fa3fc2cd8b4/basic-example/tests/test_spawn.py#L35-L61
test_smell_097.test.js,https://github.com/ogrisel/scikit-learn/blob/b20998d4ec606558ae86cba7ff5a84aea094c397/sklearn/cluster/tests/test_k_means.py#L114-L153
test_smell_098.test.js,https://github.com/Sudistark/splunk-python/blob/e2c3e0a69ef29c4c8a6c4dcd59dd3c47ff620bd1/clilib/test_clilib.py#L16-L26
test_smell_099.test.js,https://github.com/ogrisel/scikit-learn/blob/b20998d4ec606558ae86cba7ff5a84aea094c397/sklearn/cluster/tests/test_k_means.py#L381-L405
test_smell_100.test.js,https://github.com/alblasco/pytest_asyncio_issue/blob/dd23390c37422ef3a0fc64f069279bf2e44d5f0b/test_1.py#L18-L29
test_smell_101.test.js,https://github.com/Pham-Ngoc-Huy/Two_Sum/blob/268c021fc652ae99c817dd79dd1085d1de1593ee/automate/Lib/site-packages/pandas/tests/arrays/test_datetimes.py#L365-L389
test_smell_102.test.js,https://github.com/Phlogistique/qibuild/blob/27876e99deac05f60984468ec4eb48ba693dbc2c/python/qipkg/test/test_qipkg.py#L71-L82
test_smell_103.test.js,https://github.com/wookayin/gpustat/blob/7a3b9644229681a752b560c6d4889929b9ea39d5/gpustat/test_gpustat.py#L707-L733
test_smell_104.test.js,https://github.com/OphisMusic/ophis/blob/afd3f6ab9aab9de57eaf633caaf24d0e7b5c74ad/tests/test_tonus.py#L132-L142
test_smell_105.test.js,https://github.com/bofm/python-caching/blob/16de50c119f8896e923e3f10488ecf6ffe535f45/tests/test_cache.py#L275-L298
test_smell_106.test.js,https://github.com/bofm/python-caching/blob/16de50c119f8896e923e3f10488ecf6ffe535f45/tests/test_cache.py#L330-L368
test_smell_107.test.js,https://github.com/bofm/python-caching/blob/16de50c119f8896e923e3f10488ecf6ffe535f45/tests/test_cache.py#L301-L327
test_smell_108.test.js,https://github.com/romilly/quick2wire-python-api/blob/c5e21e9d804012efd9d214d18909034b4b898c96/quick2wire/test_gpio.py#L56-L64
test_smell_109.test.js,https://github.com/Pham-Ngoc-Huy/Two_Sum/blob/268c021fc652ae99c817dd79dd1085d1de1593ee/automate/Lib/site-packages/pandas/tests/arrays/test_datetimes.py#L328-L337
test_smell_110.test.js,https://github.com/m-bo-one/ethereumd-proxy/blob/1d1eb3905dac4b28a8e23c283214859a13f6e020/tests/test_poller.py#L126-L155
test_smell_111.test.js,https://github.com/prayagverma/flask/blob/f17e6061fcffdc290f615d3fdc9d949e9e719574/tests/test_basic.py#L1138-L1192
test_smell_112.test.js,https://github.com/cofob/save-my-pass-pls/blob/dcd878c3adfef12c4f04e1bbbed043846fd81c15/test_.py#L4-L5
test_smell_113.test.js,https://github.com/RKrahl/pytest-dependency/blob/0c083df1ff2ebc253777ccd20cc3013dddec3e74/doc/examples/nodeid.py#L4-L5
test_smell_114.test.js,https://github.com/tissue-forge/tissue-forge/blob/350af605477e129c7fcf67b13ab349140a9023f0/testing/python/tfPyTest_gargon.py#L63-L64
test_smell_115.test.js,https://github.com/ngie-eign/scratch/blob/310c4109654bd792c77e445ea9560070828a3e81/programming/python/pytest/pytest_decorators.py#L10-L12
test_smell_116.test.js,https://github.com/Masterofowls/pythoncheat/blob/467d51b3cbc7d49f5decac34ac1c6a20d1418280/examples/pytest.py#L41-L44
test_smell_117.test.js,https://github.com/bndr/pycycle/blob/b93822c993a05abb8736cc17acf761702d6e3fee/test_pycycle.py#L19-L20
test_smell_118.test.js,https://github.com/dmsul/econtools/blob/496de15abde59a8397aff35e70107c7d59848321/econtools/metrics/tests/test_areg.py#L17-L18
test_smell_119.test.js,https://github.com/cdluminate/MyNotes/blob/d611f7a27988ad9213de835d5a55202268129a99/python3/demo_pytest.py#L3-L5
test_smell_120.test.js,https://github.com/anthonywritescode/explains/blob/5b6f05d10014d74a5b7a8186565e4db9eadf5508/sample_code/ep260/rev02/t.py#L22-L24
test_smell_121.test.js,https://github.com/ibmdbanalytics/ibmdbpy/blob/c7f1cd3892b609644e3d68fcbdec151ac4634612/ibmdbpy/tests/test_frame.py#L191-L192
test_smell_122.test.js,https://github.com/pavankethavath/Car_dekho_car_price_prediction/blob/11acbb69e613bc46bd9af2863d52ccfbe5669ffc/venv/Lib/site-packages/~umpy/f2py/tests/test_callback.py#L123-L161
test_smell_123.test.js,https://github.com/romilly/quick2wire-python-api/blob/c5e21e9d804012efd9d214d18909034b4b898c96/quick2wire/test_gpio.py#L10-L23
test_smell_124.test.js,https://github.com/suds-community/suds/blob/fae24d440cd9357070ab56748b3774b2b4bbf21c/tests/test_suds.py#L231-L238
test_smell_125.test.js,https://github.com/ryfeus/lambda-packs/blob/74b21b9cddb57790c804ab973e26141eb7e5c912/ONNX-ARM/lambda-onnx-arm-3.8/numpy/typing/tests/test_typing.py#L99-L108
test_smell_126.test.js,https://github.com/mossprescott/pynand/blob/e02f534d7afe7ed6ac4f4e343287ef0e4e69e024/test_10.py#L42-L48
test_smell_127.test.js,https://github.com/ogrisel/scikit-learn/blob/b20998d4ec606558ae86cba7ff5a84aea094c397/sklearn/cluster/tests/test_k_means.py#L83-L111
test_smell_128.test.js,https://github.com/romilly/quick2wire-python-api/blob/c5e21e9d804012efd9d214d18909034b4b898c96/quick2wire/test_gpio.py#L80-L89
test_smell_129.test.js,https://github.com/adcret/PMP/blob/28195b4708aec8046eadf088edc5c0307c5c3406/matlab/Lib/site-packages/networkx/classes/tests/test_backends.py#L25-L76
test_smell_130.test.js,https://github.com/ManuMartinezM/Proyecto_Final_Grupo_5/blob/ee7723e6ab69a464ec2853c0e061b98f86ada8be/PF_venv/Lib/site-packages/pandas/tests/computation/test_eval.py#L1539-L1551
test_smell_131.test.js,https://github.com/wookayin/gpustat/blob/7a3b9644229681a752b560c6d4889929b9ea39d5/gpustat/test_gpustat.py#L735-L747
test_smell_132.test.js,https://github.com/ibmdbanalytics/ibmdbpy/blob/c7f1cd3892b609644e3d68fcbdec151ac4634612/ibmdbpy/tests/test_frame.py#L402-L414
test_smell_133.test.js,https://github.com/RonJeffries/wordle/blob/e999dceebbe2ee28f5c4b0c3edb675e8b8830d23/test_speed.py#L74-L81
test_smell_134.test.js,https://github.com/ACTCollaboration/pyactlike/blob/1cac8c5d047bc2cad991890f2ebf1d8e3fb483b3/test_like.py#L61-L97
test_smell_135.test.js,https://github.com/shizukanaskytree/keras/blob/d7ea34fcc87159ec7d3b5a802b34629f756dd923/tests/keras/engine/test_training.py#L727-L741
test_smell_136.test.js,https://github.com/Phlogistique/qibuild/blob/27876e99deac05f60984468ec4eb48ba693dbc2c/python/qipkg/test/test_qipkg.py#L166-L175
test_smell_137.test.js,https://github.com/AshutoshPaudyal/movie-recommendation-system/blob/63746d2c8c24bf8a7a65f203ed8ca7b25217f92c/final/Lib/site-packages/pandas/tests/io/json/test_pandas.py#L427-L442
test_smell_138.test.js,https://github.com/ogrisel/scikit-learn/blob/b20998d4ec606558ae86cba7ff5a84aea094c397/sklearn/cluster/tests/test_k_means.py#L942-L946
test_smell_139.test.js,https://github.com/code-refactor/schedualpy_dataeng_alex/blob/493c004678c9dcf408a12e7faf17daa35dd7be81/test_plugins.py#L4-L19
test_smell_140.test.js,https://github.com/pavankethavath/Car_dekho_car_price_prediction/blob/11acbb69e613bc46bd9af2863d52ccfbe5669ffc/venv/Lib/site-packages/~umpy/f2py/tests/test_callback.py#L88-L99
test_smell_141.test.js,https://github.com/ibmdbanalytics/ibmdbpy/blob/c7f1cd3892b609644e3d68fcbdec151ac4634612/ibmdbpy/tests/test_frame.py#L296-L299
test_smell_142.test.js,https://github.com/ogrisel/scikit-learn/blob/b20998d4ec606558ae86cba7ff5a84aea094c397/sklearn/cluster/tests/test_k_means.py#L770-L781
test_smell_143.test.js,https://github.com/infstellar/genshin_impact_assistant/blob/9d3357bbe6c50b5aff410d5695da4bd52e0dc26e/source/ocr/test_ocr.py#L6-L10
test_smell_144.test.js,https://github.com/wookayin/gpustat/blob/7a3b9644229681a752b560c6d4889929b9ea39d5/gpustat/test_gpustat.py#L630-L667
test_smell_145.test.js,https://github.com/Ranack/twit_sentiments/blob/e0aca8c7d97b34dbd268a5295598b29296546d4b/test_api.py#L50-L66
test_smell_146.test.js,https://github.com/wookayin/gpustat/blob/7a3b9644229681a752b560c6d4889929b9ea39d5/gpustat/test_gpustat.py#L526-L554
test_smell_147.test.js,https://github.com/Ranack/twit_sentiments/blob/e0aca8c7d97b34dbd268a5295598b29296546d4b/test_api.py#L32-L48
test_smell_148.test.js,https://github.com/wookayin/gpustat/blob/7a3b9644229681a752b560c6d4889929b9ea39d5/gpustat/test_gpustat.py#L556-L573
test_smell_149.test.js,https://github.com/geektime-geekbang/Geek_AppAutomationTesting/blob/f3b277444e2b6627a3e7adab71d350002445491e/Demo/test_demo.py#L103-L109
test_smell_150.test.js,https://github.com/wookayin/gpustat/blob/7a3b9644229681a752b560c6d4889929b9ea39d5/gpustat/test_gpustat.py#L575-L599
test_smell_151.test.js,https://github.com/alblasco/pytest_asyncio_issue/blob/dd23390c37422ef3a0fc64f069279bf2e44d5f0b/test_1.py#L4-L16
test_smell_152.test.js,https://github.com/laurentperrinet/psychopy/blob/bc2411b431913aec4efb241c7fa1c08060681993/psychopy/tests/test_hardware/test_PR655.py#L8-L28
test_smell_153.test.js,https://github.com/code-refactor/schedualpy_fintech_maria/blob/8c9486e6c3b96e6137731514889bba90b5cd08ab/test_api.py#L22-L34
test_smell_154.test.js,https://github.com/bluedatainc/Impala/blob/d520a9cdea2fc97e8d5da9fbb0244e60ee416bfa/tests/shell/test_shell_interactive.py#L77-L90
test_smell_155.test.js,https://github.com/OlgaAlbul/autoTestOnPython/blob/16d833239941c75f0847aa7de88ea1ad53a38aea/hw2/test_2.py#L55-L84
test_smell_156.test.js,https://github.com/ashwoods/gst-c-crash/blob/44f4fbae488d5e5e9432f4546f025395e89d32ea/tests/test_0.py#L6-L12
test_smell_157.test.js,https://github.com/bhuvesh-bansal/LoopAiApi/blob/e9de96fcb2d1e272ee9fc59fe2158cbacf3a88db/test_main.py#L29-L57
test_smell_158.test.js,https://github.com/3rdTools/gradio/blob/24e048196e8f7bd309ef5c597d4ffc6ca4ed55d0/client/python/test/test_client.py#L220-L238
test_smell_159.test.js,https://github.com/jeevika2407/pytest_demo2/blob/8729906a17de475c830596d7a829a7933ceccdc9/demo.py#L5-L6
test_smell_160.test.js,https://github.com/ogrisel/scikit-learn/blob/b20998d4ec606558ae86cba7ff5a84aea094c397/sklearn/cluster/tests/test_k_means.py#L508-L519
test_smell_161.test.js,https://github.com/wookayin/gpustat/blob/7a3b9644229681a752b560c6d4889929b9ea39d5/gpustat/test_gpustat.py#L623-L628
test_smell_162.test.js,https://github.com/Phlogistique/qibuild/blob/27876e99deac05f60984468ec4eb48ba693dbc2c/python/qipkg/test/test_qipkg.py#L177-L179
test_smell_163.test.js,https://github.com/Sudistark/splunk-python/blob/e2c3e0a69ef29c4c8a6c4dcd59dd3c47ff620bd1/clilib/test_clilib.py#L35-L40
test_smell_164.test.js,https://github.com/ibmdbanalytics/ibmdbpy/blob/c7f1cd3892b609644e3d68fcbdec151ac4634612/ibmdbpy/tests/test_frame.py#L188-L189
test_smell_165.test.js,https://github.com/jvaldiviezo9/path.py/blob/3684c4dc4896c174852b901b033e021a6267df2e/test_path.py#L107-L116
test_smell_166.test.js,https://github.com/fuatnku/seleniumhq.github.io/blob/76361bf094b4a044d1250079cb06f68dfb0a5027/examples/python/tests/browsers/test_firefox.py#L9-L13
