language,filename,smell,y_true,y_pred,tool,correct
java,TestSmell022.java,MagicNumberTest,0,0,AromaLIA,1
java,TestSmell022.java,RedundantPrint,1,1,AromaLIA,1
java,TestSmell022.java,SleepyTest,0,0,AromaLIA,1
java,TestSmell022.java,UnknownTest,0,0,AromaLIA,1
java,TestSmell023.java,AssertionRoulette,1,1,AromaLIA,1
java,TestSmell023.java,ConditionalTestLogic,0,0,AromaLIA,1
java,TestSmell023.java,DuplicateAssert,1,1,AromaLIA,1
java,TestSmell023.java,EmptyTest,0,0,AromaLIA,1
java,TestSmell023.java,ExceptionHandling,0,0,AromaLIA,1
java,TestSmell023.java,IgnoredTest,0,0,AromaLIA,1
java,TestSmell023.java,MagicNumberTest,1,1,AromaLIA,1
java,TestSmell023.java,RedundantPrint,0,0,AromaLIA,1
java,TestSmell023.java,SleepyTest,0,0,AromaLIA,1
java,TestSmell023.java,UnknownTest,0,0,AromaLIA,1
java,TestSmell024.java,AssertionRoulette,1,1,AromaLIA,1
java,TestSmell024.java,ConditionalTestLogic,0,0,AromaLIA,1
java,TestSmell024.java,DuplicateAssert,1,1,AromaLIA,1
java,TestSmell024.java,EmptyTest,0,0,AromaLIA,1
java,TestSmell024.java,ExceptionHandling,1,1,AromaLIA,1
java,TestSmell024.java,IgnoredTest,1,1,AromaLIA,1
java,TestSmell024.java,MagicNumberTest,0,0,AromaLIA,1
java,TestSmell024.java,RedundantPrint,1,1,AromaLIA,1
java,TestSmell024.java,SleepyTest,0,0,AromaLIA,1
java,TestSmell024.java,UnknownTest,0,0,AromaLIA,1
java,TestSmell025.java,AssertionRoulette,1,1,AromaLIA,1
java,TestSmell025.java,ConditionalTestLogic,0,0,AromaLIA,1
java,TestSmell025.java,DuplicateAssert,1,1,AromaLIA,1
java,TestSmell025.java,EmptyTest,0,0,AromaLIA,1
java,TestSmell025.java,ExceptionHandling,1,1,AromaLIA,1
java,TestSmell025.java,IgnoredTest,0,0,AromaLIA,1
java,TestSmell025.java,MagicNumberTest,1,1,AromaLIA,1
java,TestSmell025.java,RedundantPrint,1,1,AromaLIA,1
java,TestSmell025.java,SleepyTest,0,0,AromaLIA,1
java,TestSmell025.java,UnknownTest,0,0,AromaLIA,1
java,TestSmell026.java,AssertionRoulette,1,1,AromaLIA,1
java,TestSmell026.java,ConditionalTestLogic,0,0,AromaLIA,1
java,TestSmell026.java,DuplicateAssert,1,1,AromaLIA,1
java,TestSmell026.java,EmptyTest,0,0,AromaLIA,1
java,TestSmell026.java,ExceptionHandling,0,0,AromaLIA,1
java,TestSmell026.java,IgnoredTest,0,0,AromaLIA,1
java,TestSmell026.java,MagicNumberTest,0,0,AromaLIA,1
java,TestSmell026.java,RedundantPrint,0,0,AromaLIA,1
java,TestSmell026.java,SleepyTest,0,0,AromaLIA,1
java,TestSmell026.java,UnknownTest,0,0,AromaLIA,1
java,TestSmell027.java,AssertionRoulette,0,0,AromaLIA,1
java,TestSmell027.java,ConditionalTestLogic,0,0,AromaLIA,1
java,TestSmell027.java,DuplicateAssert,1,1,AromaLIA,1
java,TestSmell027.java,EmptyTest,0,0,AromaLIA,1
java,TestSmell027.java,ExceptionHandling,0,0,AromaLIA,1
java,TestSmell027.java,IgnoredTest,0,0,AromaLIA,1
java,TestSmell027.java,MagicNumberTest,0,0,AromaLIA,1
java,TestSmell027.java,RedundantPrint,0,0,AromaLIA,1
java,TestSmell027.java,SleepyTest,0,0,AromaLIA,1
java,TestSmell027.java,UnknownTest,0,0,AromaLIA,1
java,TestSmell028.java,AssertionRoulette,1,1,AromaLIA,1
java,TestSmell028.java,ConditionalTestLogic,0,0,AromaLIA,1
java,TestSmell028.java,DuplicateAssert,1,1,AromaLIA,1
java,TestSmell028.java,EmptyTest,0,0,AromaLIA,1
java,TestSmell028.java,ExceptionHandling,0,0,AromaLIA,1
java,TestSmell028.java,IgnoredTest,0,0,AromaLIA,1
java,TestSmell028.java,MagicNumberTest,0,0,AromaLIA,1
java,TestSmell028.java,RedundantPrint,0,0,AromaLIA,1
java,TestSmell028.java,SleepyTest,0,0,AromaLIA,1
java,TestSmell028.java,UnknownTest,0,0,AromaLIA,1
java,TestSmell029.java,AssertionRoulette,1,1,AromaLIA,1
java,TestSmell029.java,ConditionalTestLogic,0,0,AromaLIA,1
java,TestSmell029.java,DuplicateAssert,1,1,AromaLIA,1
java,TestSmell029.java,EmptyTest,0,0,AromaLIA,1
java,TestSmell029.java,ExceptionHandling,0,0,AromaLIA,1
java,TestSmell029.java,IgnoredTest,0,0,AromaLIA,1
java,TestSmell029.java,MagicNumberTest,0,0,AromaLIA,1
java,TestSmell029.java,RedundantPrint,0,0,AromaLIA,1
java,TestSmell029.java,SleepyTest,0,0,AromaLIA,1
java,TestSmell029.java,UnknownTest,0,0,AromaLIA,1
java,TestSmell030.java,AssertionRoulette,0,0,AromaLIA,1
java,TestSmell030.java,ConditionalTestLogic,0,0,AromaLIA,1
java,TestSmell030.java,DuplicateAssert,0,0,AromaLIA,1
java,TestSmell030.java,EmptyTest,1,1,AromaLIA,1
java,TestSmell030.java,ExceptionHandling,0,0,AromaLIA,1
java,TestSmell030.java,IgnoredTest,0,0,AromaLIA,1
java,TestSmell030.java,MagicNumberTest,0,0,AromaLIA,1
java,TestSmell030.java,RedundantPrint,0,0,AromaLIA,1
java,TestSmell030.java,SleepyTest,0,0,AromaLIA,1
java,TestSmell030.java,UnknownTest,1,1,AromaLIA,1
java,TestSmell031.java,AssertionRoulette,0,0,AromaLIA,1
java,TestSmell031.java,ConditionalTestLogic,0,0,AromaLIA,1
java,TestSmell031.java,DuplicateAssert,0,0,AromaLIA,1
java,TestSmell031.java,EmptyTest,1,1,AromaLIA,1
java,TestSmell031.java,ExceptionHandling,0,0,AromaLIA,1
java,TestSmell031.java,IgnoredTest,0,0,AromaLIA,1
java,TestSmell031.java,MagicNumberTest,0,0,AromaLIA,1
java,TestSmell031.java,RedundantPrint,0,0,AromaLIA,1
java,TestSmell031.java,SleepyTest,0,0,AromaLIA,1
java,TestSmell031.java,UnknownTest,1,1,AromaLIA,1
java,TestSmell032.java,AssertionRoulette,0,0,AromaLIA,1
java,TestSmell032.java,ConditionalTestLogic,0,0,AromaLIA,1
java,TestSmell032.java,DuplicateAssert,0,0,AromaLIA,1
java,TestSmell032.java,EmptyTest,1,1,AromaLIA,1
java,TestSmell032.java,ExceptionHandling,0,0,AromaLIA,1
java,TestSmell032.java,IgnoredTest,0,0,AromaLIA,1
java,TestSmell032.java,MagicNumberTest,0,0,AromaLIA,1
java,TestSmell032.java,RedundantPrint,0,0,AromaLIA,1
java,TestSmell032.java,SleepyTest,0,0,AromaLIA,1
java,TestSmell032.java,UnknownTest,1,1,AromaLIA,1
java,TestSmell033.java,AssertionRoulette,0,0,AromaLIA,1
java,TestSmell033.java,ConditionalTestLogic,0,0,AromaLIA,1
java,TestSmell033.java,DuplicateAssert,0,0,AromaLIA,1
java,TestSmell033.java,EmptyTest,1,1,AromaLIA,1
java,TestSmell033.java,ExceptionHandling,0,0,AromaLIA,1
java,TestSmell033.java,IgnoredTest,0,0,AromaLIA,1
java,TestSmell033.java,MagicNumberTest,0,0,AromaLIA,1
java,TestSmell033.java,RedundantPrint,0,0,AromaLIA,1
java,TestSmell033.java,SleepyTest,0,0,AromaLIA,1
java,TestSmell033.java,UnknownTest,1,1,AromaLIA,1
java,TestSmell034.java,AssertionRoulette,0,0,AromaLIA,1
java,TestSmell034.java,ConditionalTestLogic,0,0,AromaLIA,1
java,TestSmell034.java,DuplicateAssert,0,0,AromaLIA,1
java,TestSmell034.java,EmptyTest,1,1,AromaLIA,1
java,TestSmell034.java,ExceptionHandling,0,0,AromaLIA,1
java,TestSmell034.java,IgnoredTest,0,0,AromaLIA,1
java,TestSmell034.java,MagicNumberTest,0,0,AromaLIA,1
java,TestSmell034.java,RedundantPrint,0,0,AromaLIA,1
java,TestSmell034.java,SleepyTest,0,0,AromaLIA,1
java,TestSmell034.java,UnknownTest,1,1,AromaLIA,1
java,TestSmell035.java,AssertionRoulette,0,0,AromaLIA,1
java,TestSmell035.java,ConditionalTestLogic,0,0,AromaLIA,1
java,TestSmell035.java,DuplicateAssert,0,0,AromaLIA,1
java,TestSmell035.java,EmptyTest,1,1,AromaLIA,1
java,TestSmell035.java,ExceptionHandling,0,0,AromaLIA,1
java,TestSmell035.java,IgnoredTest,0,0,AromaLIA,1
java,TestSmell035.java,MagicNumberTest,0,0,AromaLIA,1
java,TestSmell035.java,RedundantPrint,0,0,AromaLIA,1
java,TestSmell035.java,SleepyTest,0,0,AromaLIA,1
java,TestSmell035.java,UnknownTest,1,1,AromaLIA,1
java,TestSmell036.java,AssertionRoulette,0,0,AromaLIA,1
java,TestSmell036.java,ConditionalTestLogic,0,0,AromaLIA,1
java,TestSmell036.java,DuplicateAssert,0,0,AromaLIA,1
java,TestSmell036.java,EmptyTest,1,1,AromaLIA,1
java,TestSmell036.java,ExceptionHandling,0,0,AromaLIA,1
java,TestSmell036.java,IgnoredTest,1,1,AromaLIA,1
java,TestSmell036.java,MagicNumberTest,0,0,AromaLIA,1
java,TestSmell036.java,RedundantPrint,0,0,AromaLIA,1
java,TestSmell036.java,SleepyTest,0,0,AromaLIA,1
java,TestSmell036.java,UnknownTest,1,1,AromaLIA,1
java,TestSmell037.java,AssertionRoulette,0,0,AromaLIA,1
java,TestSmell037.java,ConditionalTestLogic,0,0,AromaLIA,1
java,TestSmell037.java,DuplicateAssert,0,0,AromaLIA,1
java,TestSmell037.java,EmptyTest,1,1,AromaLIA,1
java,TestSmell037.java,ExceptionHandling,0,0,AromaLIA,1
java,TestSmell037.java,IgnoredTest,0,0,AromaLIA,1
java,TestSmell037.java,MagicNumberTest,0,0,AromaLIA,1
java,TestSmell037.java,RedundantPrint,0,0,AromaLIA,1
java,TestSmell037.java,SleepyTest,0,0,AromaLIA,1
java,TestSmell037.java,UnknownTest,1,1,AromaLIA,1
java,TestSmell038.java,AssertionRoulette,0,0,AromaLIA,1
java,TestSmell038.java,ConditionalTestLogic,0,0,AromaLIA,1
java,TestSmell038.java,DuplicateAssert,0,0,AromaLIA,1
java,TestSmell038.java,EmptyTest,1,1,AromaLIA,1
java,TestSmell038.java,ExceptionHandling,0,0,AromaLIA,1
java,TestSmell038.java,IgnoredTest,0,0,AromaLIA,1
java,TestSmell038.java,MagicNumberTest,0,0,AromaLIA,1
java,TestSmell038.java,RedundantPrint,0,0,AromaLIA,1
java,TestSmell038.java,SleepyTest,0,0,AromaLIA,1
java,TestSmell038.java,UnknownTest,1,1,AromaLIA,1
java,TestSmell039.java,AssertionRoulette,0,0,AromaLIA,1
java,TestSmell039.java,ConditionalTestLogic,0,0,AromaLIA,1
java,TestSmell039.java,DuplicateAssert,0,0,AromaLIA,1
java,TestSmell039.java,EmptyTest,1,1,AromaLIA,1
java,TestSmell039.java,ExceptionHandling,0,0,AromaLIA,1
java,TestSmell039.java,IgnoredTest,0,0,AromaLIA,1
java,TestSmell039.java,MagicNumberTest,0,0,AromaLIA,1
java,TestSmell039.java,RedundantPrint,0,0,AromaLIA,1
java,TestSmell039.java,SleepyTest,0,0,AromaLIA,1
java,TestSmell039.java,UnknownTest,1,1,AromaLIA,1
java,TestSmell040.java,AssertionRoulette,0,0,AromaLIA,1
java,TestSmell040.java,ConditionalTestLogic,0,0,AromaLIA,1
java,TestSmell040.java,DuplicateAssert,0,0,AromaLIA,1
java,TestSmell040.java,EmptyTest,0,0,AromaLIA,1
java,TestSmell040.java,ExceptionHandling,1,1,AromaLIA,1
java,TestSmell040.java,IgnoredTest,0,0,AromaLIA,1
java,TestSmell040.java,MagicNumberTest,1,1,AromaLIA,1
java,TestSmell040.java,RedundantPrint,0,0,AromaLIA,1
java,TestSmell040.java,SleepyTest,0,0,AromaLIA,1
java,TestSmell040.java,UnknownTest,0,0,AromaLIA,1
java,TestSmell041.java,AssertionRoulette,0,0,AromaLIA,1
java,TestSmell041.java,ConditionalTestLogic,0,0,AromaLIA,1
java,TestSmell041.java,DuplicateAssert,0,0,AromaLIA,1
java,TestSmell041.java,EmptyTest,0,0,AromaLIA,1
java,TestSmell041.java,ExceptionHandling,1,1,AromaLIA,1
java,TestSmell041.java,IgnoredTest,0,0,AromaLIA,1
java,TestSmell041.java,MagicNumberTest,0,0,AromaLIA,1
java,TestSmell041.java,RedundantPrint,1,0,AromaLIA,0
java,TestSmell041.java,SleepyTest,0,0,AromaLIA,1
java,TestSmell041.java,UnknownTest,1,1,AromaLIA,1
java,TestSmell042.java,AssertionRoulette,1,1,AromaLIA,1
java,TestSmell042.java,ConditionalTestLogic,0,0,AromaLIA,1
java,TestSmell042.java,DuplicateAssert,1,1,AromaLIA,1
java,TestSmell042.java,EmptyTest,0,0,AromaLIA,1
java,TestSmell042.java,ExceptionHandling,1,1,AromaLIA,1
java,TestSmell042.java,IgnoredTest,0,0,AromaLIA,1
java,TestSmell042.java,MagicNumberTest,0,0,AromaLIA,1
java,TestSmell042.java,RedundantPrint,1,1,AromaLIA,1
java,TestSmell042.java,SleepyTest,0,0,AromaLIA,1
java,TestSmell042.java,UnknownTest,0,0,AromaLIA,1
java,TestSmell043.java,AssertionRoulette,1,1,AromaLIA,1
java,TestSmell043.java,ConditionalTestLogic,0,0,AromaLIA,1
java,TestSmell043.java,DuplicateAssert,1,1,AromaLIA,1
java,TestSmell043.java,EmptyTest,0,0,AromaLIA,1
java,TestSmell043.java,ExceptionHandling,1,1,AromaLIA,1
java,TestSmell043.java,IgnoredTest,0,0,AromaLIA,1
java,TestSmell043.java,MagicNumberTest,0,0,AromaLIA,1
java,TestSmell043.java,RedundantPrint,0,0,AromaLIA,1
java,TestSmell043.java,SleepyTest,1,1,AromaLIA,1
java,TestSmell043.java,UnknownTest,0,0,AromaLIA,1
