App,TestClass,TestFilePath,ProductionFilePath,RelativeTestFilePath,RelativeProductionFilePath,NumberOfMethods,Assertion Roulette,Conditional Test Logic,Constructor Initialization,Default Test,EmptyTest,Exception Catching Throwing,General Fixture,Mystery Guest,Print Statement,Redundant Assertion,Sensitive Equality,Verbose Test,Sleepy Test,Eager Test,Lazy Test,Duplicate Assert,Unknown Test,IgnoredTest,Resource Optimism,Magic Number Test,Dependent Test
TestProject,TestSmell023.java,C:\Users\publi\Downloads\aroma-lia-saner-2026-rp\dataset-files\java\TestSmell023.java,C:\Users\publi\Downloads\aroma-lia-saner-2026-rp\dataset-files\java\TestSmell023.java,,,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
TestProject,TestSmell024.java,C:\Users\publi\Downloads\aroma-lia-saner-2026-rp\dataset-files\java\TestSmell024.java,C:\Users\publi\Downloads\aroma-lia-saner-2026-rp\dataset-files\java\TestSmell024.java,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
TestProject,TestSmell025.java,C:\Users\publi\Downloads\aroma-lia-saner-2026-rp\dataset-files\java\TestSmell025.java,C:\Users\publi\Downloads\aroma-lia-saner-2026-rp\dataset-files\java\TestSmell025.java,,,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0
TestProject,TestSmell026.java,C:\Users\publi\Downloads\aroma-lia-saner-2026-rp\dataset-files\java\TestSmell026.java,C:\Users\publi\Downloads\aroma-lia-saner-2026-rp\dataset-files\java\TestSmell026.java,,,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
TestProject,TestSmell027.java,C:\Users\publi\Downloads\aroma-lia-saner-2026-rp\dataset-files\java\TestSmell027.java,C:\Users\publi\Downloads\aroma-lia-saner-2026-rp\dataset-files\java\TestSmell027.java,,,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
TestProject,TestSmell028.java,C:\Users\publi\Downloads\aroma-lia-saner-2026-rp\dataset-files\java\TestSmell028.java,C:\Users\publi\Downloads\aroma-lia-saner-2026-rp\dataset-files\java\TestSmell028.java,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TestProject,TestSmell029.java,C:\Users\publi\Downloads\aroma-lia-saner-2026-rp\dataset-files\java\TestSmell029.java,C:\Users\publi\Downloads\aroma-lia-saner-2026-rp\dataset-files\java\TestSmell029.java,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
TestProject,TestSmell030.java,C:\Users\publi\Downloads\aroma-lia-saner-2026-rp\dataset-files\java\TestSmell030.java,C:\Users\publi\Downloads\aroma-lia-saner-2026-rp\dataset-files\java\TestSmell030.java,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TestProject,TestSmell031.java,C:\Users\publi\Downloads\aroma-lia-saner-2026-rp\dataset-files\java\TestSmell031.java,C:\Users\publi\Downloads\aroma-lia-saner-2026-rp\dataset-files\java\TestSmell031.java,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
TestProject,TestSmell032.java,C:\Users\publi\Downloads\aroma-lia-saner-2026-rp\dataset-files\java\TestSmell032.java,C:\Users\publi\Downloads\aroma-lia-saner-2026-rp\dataset-files\java\TestSmell032.java,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TestProject,TestSmell033.java,C:\Users\publi\Downloads\aroma-lia-saner-2026-rp\dataset-files\java\TestSmell033.java,C:\Users\publi\Downloads\aroma-lia-saner-2026-rp\dataset-files\java\TestSmell033.java,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TestProject,TestSmell034.java,C:\Users\publi\Downloads\aroma-lia-saner-2026-rp\dataset-files\java\TestSmell034.java,C:\Users\publi\Downloads\aroma-lia-saner-2026-rp\dataset-files\java\TestSmell034.java,,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
TestProject,TestSmell035.java,C:\Users\publi\Downloads\aroma-lia-saner-2026-rp\dataset-files\java\TestSmell035.java,C:\Users\publi\Downloads\aroma-lia-saner-2026-rp\dataset-files\java\TestSmell035.java,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
TestProject,TestSmell036.java,C:\Users\publi\Downloads\aroma-lia-saner-2026-rp\dataset-files\java\TestSmell036.java,C:\Users\publi\Downloads\aroma-lia-saner-2026-rp\dataset-files\java\TestSmell036.java,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
TestProject,TestSmell037.java,C:\Users\publi\Downloads\aroma-lia-saner-2026-rp\dataset-files\java\TestSmell037.java,C:\Users\publi\Downloads\aroma-lia-saner-2026-rp\dataset-files\java\TestSmell037.java,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
TestProject,TestSmell038.java,C:\Users\publi\Downloads\aroma-lia-saner-2026-rp\dataset-files\java\TestSmell038.java,C:\Users\publi\Downloads\aroma-lia-saner-2026-rp\dataset-files\java\TestSmell038.java,,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
TestProject,TestSmell039.java,C:\Users\publi\Downloads\aroma-lia-saner-2026-rp\dataset-files\java\TestSmell039.java,C:\Users\publi\Downloads\aroma-lia-saner-2026-rp\dataset-files\java\TestSmell039.java,,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
TestProject,TestSmell040.java,C:\Users\publi\Downloads\aroma-lia-saner-2026-rp\dataset-files\java\TestSmell040.java,C:\Users\publi\Downloads\aroma-lia-saner-2026-rp\dataset-files\java\TestSmell040.java,,,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
TestProject,TestSmell041.java,C:\Users\publi\Downloads\aroma-lia-saner-2026-rp\dataset-files\java\TestSmell041.java,C:\Users\publi\Downloads\aroma-lia-saner-2026-rp\dataset-files\java\TestSmell041.java,,,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
TestProject,TestSmell042.java,C:\Users\publi\Downloads\aroma-lia-saner-2026-rp\dataset-files\java\TestSmell042.java,C:\Users\publi\Downloads\aroma-lia-saner-2026-rp\dataset-files\java\TestSmell042.java,,,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
TestProject,TestSmell043.java,C:\Users\publi\Downloads\aroma-lia-saner-2026-rp\dataset-files\java\TestSmell043.java,C:\Users\publi\Downloads\aroma-lia-saner-2026-rp\dataset-files\java\TestSmell043.java,,,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
TestProject,TestSmell044.java,C:\Users\publi\Downloads\aroma-lia-saner-2026-rp\dataset-files\java\TestSmell044.java,C:\Users\publi\Downloads\aroma-lia-saner-2026-rp\dataset-files\java\TestSmell044.java,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
TestProject,TestSmell045.java,C:\Users\publi\Downloads\aroma-lia-saner-2026-rp\dataset-files\java\TestSmell045.java,C:\Users\publi\Downloads\aroma-lia-saner-2026-rp\dataset-files\java\TestSmell045.java,,,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
TestProject,TestSmell046.java,C:\Users\publi\Downloads\aroma-lia-saner-2026-rp\dataset-files\java\TestSmell046.java,C:\Users\publi\Downloads\aroma-lia-saner-2026-rp\dataset-files\java\TestSmell046.java,,,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
TestProject,TestSmell047.java,C:\Users\publi\Downloads\aroma-lia-saner-2026-rp\dataset-files\java\TestSmell047.java,C:\Users\publi\Downloads\aroma-lia-saner-2026-rp\dataset-files\java\TestSmell047.java,,,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
TestProject,TestSmell048.java,C:\Users\publi\Downloads\aroma-lia-saner-2026-rp\dataset-files\java\TestSmell048.java,C:\Users\publi\Downloads\aroma-lia-saner-2026-rp\dataset-files\java\TestSmell048.java,,,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
TestProject,TestSmell049.java,C:\Users\publi\Downloads\aroma-lia-saner-2026-rp\dataset-files\java\TestSmell049.java,C:\Users\publi\Downloads\aroma-lia-saner-2026-rp\dataset-files\java\TestSmell049.java,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
TestProject,TestSmell050.java,C:\Users\publi\Downloads\aroma-lia-saner-2026-rp\dataset-files\java\TestSmell050.java,C:\Users\publi\Downloads\aroma-lia-saner-2026-rp\dataset-files\java\TestSmell050.java,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
TestProject,TestSmell051.java,C:\Users\publi\Downloads\aroma-lia-saner-2026-rp\dataset-files\java\TestSmell051.java,C:\Users\publi\Downloads\aroma-lia-saner-2026-rp\dataset-files\java\TestSmell051.java,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
TestProject,TestSmell052.java,C:\Users\publi\Downloads\aroma-lia-saner-2026-rp\dataset-files\java\TestSmell052.java,C:\Users\publi\Downloads\aroma-lia-saner-2026-rp\dataset-files\java\TestSmell052.java,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
TestProject,TestSmell053.java,C:\Users\publi\Downloads\aroma-lia-saner-2026-rp\dataset-files\java\TestSmell053.java,C:\Users\publi\Downloads\aroma-lia-saner-2026-rp\dataset-files\java\TestSmell053.java,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
TestProject,TestSmell054.java,C:\Users\publi\Downloads\aroma-lia-saner-2026-rp\dataset-files\java\TestSmell054.java,C:\Users\publi\Downloads\aroma-lia-saner-2026-rp\dataset-files\java\TestSmell054.java,,,3,3,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,1,0,3,0
TestProject,TestSmell055.java,C:\Users\publi\Downloads\aroma-lia-saner-2026-rp\dataset-files\java\TestSmell055.java,C:\Users\publi\Downloads\aroma-lia-saner-2026-rp\dataset-files\java\TestSmell055.java,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
TestProject,TestSmell056.java,C:\Users\publi\Downloads\aroma-lia-saner-2026-rp\dataset-files\java\TestSmell056.java,C:\Users\publi\Downloads\aroma-lia-saner-2026-rp\dataset-files\java\TestSmell056.java,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
TestProject,TestSmell057.java,C:\Users\publi\Downloads\aroma-lia-saner-2026-rp\dataset-files\java\TestSmell057.java,C:\Users\publi\Downloads\aroma-lia-saner-2026-rp\dataset-files\java\TestSmell057.java,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
TestProject,TestSmell058.java,C:\Users\publi\Downloads\aroma-lia-saner-2026-rp\dataset-files\java\TestSmell058.java,C:\Users\publi\Downloads\aroma-lia-saner-2026-rp\dataset-files\java\TestSmell058.java,,,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
TestProject,TestSmell059.java,C:\Users\publi\Downloads\aroma-lia-saner-2026-rp\dataset-files\java\TestSmell059.java,C:\Users\publi\Downloads\aroma-lia-saner-2026-rp\dataset-files\java\TestSmell059.java,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
TestProject,TestSmell060.java,C:\Users\publi\Downloads\aroma-lia-saner-2026-rp\dataset-files\java\TestSmell060.java,C:\Users\publi\Downloads\aroma-lia-saner-2026-rp\dataset-files\java\TestSmell060.java,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TestProject,TestSmell061.java,C:\Users\publi\Downloads\aroma-lia-saner-2026-rp\dataset-files\java\TestSmell061.java,C:\Users\publi\Downloads\aroma-lia-saner-2026-rp\dataset-files\java\TestSmell061.java,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
TestProject,TestSmell062.java,C:\Users\publi\Downloads\aroma-lia-saner-2026-rp\dataset-files\java\TestSmell062.java,C:\Users\publi\Downloads\aroma-lia-saner-2026-rp\dataset-files\java\TestSmell062.java,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
TestProject,TestSmell063.java,C:\Users\publi\Downloads\aroma-lia-saner-2026-rp\dataset-files\java\TestSmell063.java,C:\Users\publi\Downloads\aroma-lia-saner-2026-rp\dataset-files\java\TestSmell063.java,,,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
TestProject,TestSmell064.java,C:\Users\publi\Downloads\aroma-lia-saner-2026-rp\dataset-files\java\TestSmell064.java,C:\Users\publi\Downloads\aroma-lia-saner-2026-rp\dataset-files\java\TestSmell064.java,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
TestProject,TestSmell065.java,C:\Users\publi\Downloads\aroma-lia-saner-2026-rp\dataset-files\java\TestSmell065.java,C:\Users\publi\Downloads\aroma-lia-saner-2026-rp\dataset-files\java\TestSmell065.java,,,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
TestProject,TestSmell066.java,C:\Users\publi\Downloads\aroma-lia-saner-2026-rp\dataset-files\java\TestSmell066.java,C:\Users\publi\Downloads\aroma-lia-saner-2026-rp\dataset-files\java\TestSmell066.java,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
TestProject,TestSmell067.java,C:\Users\publi\Downloads\aroma-lia-saner-2026-rp\dataset-files\java\TestSmell067.java,C:\Users\publi\Downloads\aroma-lia-saner-2026-rp\dataset-files\java\TestSmell067.java,,,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
TestProject,TestSmell068.java,C:\Users\publi\Downloads\aroma-lia-saner-2026-rp\dataset-files\java\TestSmell068.java,C:\Users\publi\Downloads\aroma-lia-saner-2026-rp\dataset-files\java\TestSmell068.java,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
TestProject,TestSmell069.java,C:\Users\publi\Downloads\aroma-lia-saner-2026-rp\dataset-files\java\TestSmell069.java,C:\Users\publi\Downloads\aroma-lia-saner-2026-rp\dataset-files\java\TestSmell069.java,,,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
TestProject,TestSmell070.java,C:\Users\publi\Downloads\aroma-lia-saner-2026-rp\dataset-files\java\TestSmell070.java,C:\Users\publi\Downloads\aroma-lia-saner-2026-rp\dataset-files\java\TestSmell070.java,,,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
TestProject,TestSmell071.java,C:\Users\publi\Downloads\aroma-lia-saner-2026-rp\dataset-files\java\TestSmell071.java,C:\Users\publi\Downloads\aroma-lia-saner-2026-rp\dataset-files\java\TestSmell071.java,,,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
TestProject,TestSmell072.java,C:\Users\publi\Downloads\aroma-lia-saner-2026-rp\dataset-files\java\TestSmell072.java,C:\Users\publi\Downloads\aroma-lia-saner-2026-rp\dataset-files\java\TestSmell072.java,,,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
TestProject,TestSmell073.java,C:\Users\publi\Downloads\aroma-lia-saner-2026-rp\dataset-files\java\TestSmell073.java,C:\Users\publi\Downloads\aroma-lia-saner-2026-rp\dataset-files\java\TestSmell073.java,,,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
TestProject,TestSmell074.java,C:\Users\publi\Downloads\aroma-lia-saner-2026-rp\dataset-files\java\TestSmell074.java,C:\Users\publi\Downloads\aroma-lia-saner-2026-rp\dataset-files\java\TestSmell074.java,,,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
TestProject,TestSmell075.java,C:\Users\publi\Downloads\aroma-lia-saner-2026-rp\dataset-files\java\TestSmell075.java,C:\Users\publi\Downloads\aroma-lia-saner-2026-rp\dataset-files\java\TestSmell075.java,,,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
TestProject,TestSmell076.java,C:\Users\publi\Downloads\aroma-lia-saner-2026-rp\dataset-files\java\TestSmell076.java,C:\Users\publi\Downloads\aroma-lia-saner-2026-rp\dataset-files\java\TestSmell076.java,,,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
TestProject,TestSmell077.java,C:\Users\publi\Downloads\aroma-lia-saner-2026-rp\dataset-files\java\TestSmell077.java,C:\Users\publi\Downloads\aroma-lia-saner-2026-rp\dataset-files\java\TestSmell077.java,,,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
TestProject,TestSmell078.java,C:\Users\publi\Downloads\aroma-lia-saner-2026-rp\dataset-files\java\TestSmell078.java,C:\Users\publi\Downloads\aroma-lia-saner-2026-rp\dataset-files\java\TestSmell078.java,,,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
TestProject,TestSmell079.java,C:\Users\publi\Downloads\aroma-lia-saner-2026-rp\dataset-files\java\TestSmell079.java,C:\Users\publi\Downloads\aroma-lia-saner-2026-rp\dataset-files\java\TestSmell079.java,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
TestProject,TestSmell080.java,C:\Users\publi\Downloads\aroma-lia-saner-2026-rp\dataset-files\java\TestSmell080.java,C:\Users\publi\Downloads\aroma-lia-saner-2026-rp\dataset-files\java\TestSmell080.java,,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
TestProject,TestSmell081.java,C:\Users\publi\Downloads\aroma-lia-saner-2026-rp\dataset-files\java\TestSmell081.java,C:\Users\publi\Downloads\aroma-lia-saner-2026-rp\dataset-files\java\TestSmell081.java,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
TestProject,TestSmell082.java,C:\Users\publi\Downloads\aroma-lia-saner-2026-rp\dataset-files\java\TestSmell082.java,C:\Users\publi\Downloads\aroma-lia-saner-2026-rp\dataset-files\java\TestSmell082.java,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
TestProject,TestSmell083.java,C:\Users\publi\Downloads\aroma-lia-saner-2026-rp\dataset-files\java\TestSmell083.java,C:\Users\publi\Downloads\aroma-lia-saner-2026-rp\dataset-files\java\TestSmell083.java,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
TestProject,TestSmell084.java,C:\Users\publi\Downloads\aroma-lia-saner-2026-rp\dataset-files\java\TestSmell084.java,C:\Users\publi\Downloads\aroma-lia-saner-2026-rp\dataset-files\java\TestSmell084.java,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
TestProject,TestSmell085.java,C:\Users\publi\Downloads\aroma-lia-saner-2026-rp\dataset-files\java\TestSmell085.java,C:\Users\publi\Downloads\aroma-lia-saner-2026-rp\dataset-files\java\TestSmell085.java,,,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
TestProject,TestSmell086.java,C:\Users\publi\Downloads\aroma-lia-saner-2026-rp\dataset-files\java\TestSmell086.java,C:\Users\publi\Downloads\aroma-lia-saner-2026-rp\dataset-files\java\TestSmell086.java,,,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
TestProject,TestSmell087.java,C:\Users\publi\Downloads\aroma-lia-saner-2026-rp\dataset-files\java\TestSmell087.java,C:\Users\publi\Downloads\aroma-lia-saner-2026-rp\dataset-files\java\TestSmell087.java,,,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
TestProject,TestSmell088.java,C:\Users\publi\Downloads\aroma-lia-saner-2026-rp\dataset-files\java\TestSmell088.java,C:\Users\publi\Downloads\aroma-lia-saner-2026-rp\dataset-files\java\TestSmell088.java,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
